"species","period","from_id","to_id","area_i_ha","area_j_ha","length_km","cost_mean","cost_max"
"GEN","Early",3745,3869,30.0788215128885,5.0431790812348,1.32124891681028,118.884936485291,282.906585693359
"GEN","Early",3908,4145,6.39507048401245,8.82700475284294,2.4179393923934,182.122154350281,426.877380371094
"GEN","Early",3909,4074,5.76433354303851,9.90745523131928,1.66669047558312,323.889873733521,662.707885742188
"GEN","Early",3817,3943,19.9052812436807,5.58429082928178,1.31911688245431,212.970426750183,482.840270996094
"GEN","Early",3954,4008,8.10390154835021,13.8672418251822,7.74852813742385,1757.91306655884,3174.76538085938
"GEN","Early",3990,5029,3916.86539711043,138.260134797363,3.80683332908184,71.3905526733398,214.855117797852
"GEN","Early",3991,4121,7.56422108923598,6.39358220041204,1.23639610306789,234.52717590332,507.924530029297
"GEN","Early",4008,4140,13.8672418251822,10.7156653551657,1.58308657865101,285.724466323853,565.57666015625
"GEN","Early",4011,4197,434.049721040076,49.1785725733299,1.34485281374239,137.254601364136,238.490875244141
"GEN","Early",4050,4245,94.4752696355251,246.141094907662,2.42433549546129,101.445534820557,353.470642089844
"GEN","Early",4011,4058,434.049721040076,59.4464126325949,1.83764501987817,125.066567726135,220.649780273438
"GEN","Early",4060,4093,7.29490908430324,22.4250547293969,0.611543289325507,66.3541084289551,96.5881652832031
"GEN","Early",4074,4080,9.90745523131928,13.1499156293284,0.757279220613579,145.100711212158,251.527618408203
"GEN","Early",4088,4453,21.8828652873738,8.10473193445115,2.67036579926459,178.792052459717,506.370208740234
"GEN","Early",4100,4407,14.679615517242,6.12400765893692,2.01213203435596,348.492348175049,599.083251953125
"GEN","Early",4109,4121,21.5221802629511,6.39358220041204,1.23213203435596,128.236150016785,230.153121948242
"GEN","Early",4113,4261,41.7913502859007,6.39480416177925,0.991248916810278,86.8913047027588,146.358337402344
"GEN","Early",4121,4139,6.39358220041204,5.31295457073687,0.914558441227157,189.995713577271,356.250335693359
"GEN","Early",4140,4172,10.7156653551657,9.00478386155332,0.6539696961967,64.8841187286377,121.216537475586
"GEN","Early",4166,4326,562.87371281736,21.3443414892867,2.25213203435596,71.6307557678223,244.839813232422
"GEN","Early",4172,4180,9.00478386155332,11.4361678742081,1.63970562748477,291.012454032898,646.143005371094
"GEN","Early",4186,6134,48990.9170042489,16.3892968768295,0.294852813742386,46.2700314331055,109.77734375
"GEN","Early",4197,4353,49.1785725733299,6.57516396440853,1.05124891681028,178.417292175293,321.86767578125
"GEN","Early",4200,4357,122.131507861218,18.0134662812756,0.911543289325507,158.474253234863,310.350616455078
"GEN","Early",4229,4357,14.4107225289774,18.0134662812756,1.8479393923934,175.051029815674,324.443359375
"GEN","Early",4280,4355,10.5367011221836,6.75432128408707,1.08426406871193,207.764727478027,445.52978515625
"GEN","Early",4282,4624,741.340998999985,17.9232696873269,1.3739696961967,79.2595331573486,183.129623413086
"GEN","Early",4309,4669,872.507678204707,6.84529432555811,2.31639610306789,66.5816662979126,135.611938476562
"GEN","Early",4312,4355,13.5086715162011,6.75432128408707,0.639411254969543,107.011933441162,207.064529418945
"GEN","Early",4093,4326,22.4250547293969,21.3443414892867,1.89213203435596,136.943962631226,278.456512451172
